id,pt_desc1,pt_desc2,pt_um,pt_prod_line,pt_vend
MAG92005G,PM-EER35GH-L5,BOBBIN,P,R001,VS017U0C
MAG92006G,PM-EER35GH-L6,BOBBIN,P,R001,NULL
MAG92032G,PM-EER28DH-M12,BOBBIN,P,R001,VS010U0C
MAG92034G,PM-EER28DH-M13,BOBBIN,P,R001,VS010U0C
MAG92035G,PM-EER28DH-M14,BOBBIN,P,R001,VS010U0C
MAG92036G,PM-EER28DH-M15,BOBBIN,P,R001,VS010U0C
MAG92037G,PM-EER28DH-M16,BOBBIN,P,R001,VS010U0C
MAG92038G,PM-EER28DH-M17,BOBBIN,P,R001,VS010U0C
MAG92039G,PM-EER28DH-M18,BOBBIN,P,R001,VS010U0C
MAG92051G,PM-EER42FH-M1,BOBBIN,P,R001,VS010U0C
MAG92052G,PM-EER42FH-M2,BOBBIN,P,R001,VS010U0C
MAG92071G,PM-EE22DH-M1,BOBBIN,P,R001,VS017U0C
MAG92077G,PM-EE22DH-M7,BOBBIN,P,R001,VS017U0C
MAG92111G,PM-EE10-M1 P-1006,BOBBIN,P,R001,VS017U0C
MAG92112G,PM-EE10-M2 P-1006,BOBBIN,P,R001,VS017U0C
MAG92113G,PM-EE-10-M3 P-1006,BOBBIN,P,R001,VS017U0C
MAG92114G,PM-EE-10-M4 P1006,BOBBIN,P,R001,VS017U0C
MAG92221R,PM-EED29BH-M1,BOBBIN,P,R001,VS010U0C
MAG92241G,PM-EEH22A-2SH-M1,BOBBIN,P,R001,VS010U0C
MAG92251G,PM-EEH26J-2SH-M1,BOBBIN,P,R001,VS017U0C
MAG92252G,PM-EEH26J-2SH-M2,BOBBIN,P,R001,VS017U0C
MAG92253G,PM-EEH26J-2SH-M3,BOBBIN,P,R001,VS017U0C
MAG92254G,PM-EEH26J-2SH-M4,BOBBIN,P,R001,VS017U0C
MAG92255G,PM-EEH26J-2SH-M5,BOBBIN,P,R001,VS017U0C
MAG92256G,PM-EEH26J-2SH-M6,BOBBIN,P,R001,VS017U0C
MAG92261G,PM-EER40CH-M1,BOBBIN,P,R001,VS010U0C
MAG92262G,PM-EER40CH-M2,BOBBIN,P,R001,VS010U0C
MAG92281T,PM-EEHS29FH-(A)-M1,BOBBIN,P,R001,VS015U0C
MAG92282T,PM-EEHS29FH-(A)-M2,BOBBIN,P,R001,VS015U0C
MAG92283T,PM-EEHS29FH-(A)-M3,BOBBIN,P,R001,VS015U0C
MAG92284T,PM-EEHS29FH-(A)-M4,BOBBIN,P,R001,VS015U0C
MAG92285T,PM-EEHS29FH-(A)-M5,BOBBIN,P,R001,VS015U0C
MAG92291G,PM-EES51B-2SH-K1,BOBBIN,P,R001,VS010U0C
MAG92293G,PM-EES51B-2SH-K3,BOBBIN,P,R001,VS010U0C
MAG92301G,PM-EER35AH-M1,BOBBIN,P,R001,VS017U0C
MAG92303G,PM-EER35AH-M3,BOBBIN,P,R001,VS017U0C
MAG92304G,PM-EER35AH-M4,BOBBIN,P,R001,VS017U0C
MAG92306G,PM-EER35AH-M6,BOBBIN,P,R001,VS017U0C
MAG92322G,PM-EI19VH-M2,BOBBIN,P,R001,VS013U0H
MAG92332G,PM-EEH29G-2SH-M2,BOBBIN,P,R001,VS017U0C
MAG92341G,PM-EER42A-2SH-K1,BOBBIN,P,R001,VS015U0C
MAG92342G,PM-EER42A-2SH-K2,BOBBIN,P,R001,VS015U0C
MAG92343G,PM-EER42A-2SH-K3,BOBBIN,P,R001,VS015U0C
MAG92344G,PM-EER42A-2SH-K4,BOBBIN,P,R001,VS015U0C
MAG92345G,PM-EER42A-2SH-K5,BOBBIN,P,R001,VS015U0C
MAG92353G,PM-EEH26LH-M3,BOBBIN,P,R001,VS017U0C
MAG92355G,PM-EEH26LH-M5,BOBBIN,P,R001,VS017U0C
MAG92357G,PM-EEH26LH-M7,BOBBIN,P,R001,VS017U0C
MAG92381G,PM-EER35HH-M1,BOBBIN,P,R001,VS017U0C
MAG92382G,PM-EER35HH-M2,BOBBIN,P,R001,VS017U0C
MAG92432G,PM-EE16KH-M2,BOBBIN,P,R001,VS013U0H
MAG92441G,PM-EER42GH-M1,BOBBIN,P,R001,VS015U0C
MAG92442G,PM-EER42GH-M2,BOBBIN,P,R001,VS015U0C
MAG92444G,PM-EER42GH-M4,BOBBIN,P,R001,VS015U0C
MAG92445G,PM-EER42GH-M5,BOBBIN,P,R001,VS015U0C
MAG92473G,PM-EER42HH-K3,BOBBIN,P,R001,VS015U0C
MAG92474G,PM-EER42HH-K4,BOBBIN,P,R001,VS015U0C
MAG92521G,PM-EEH29H-2SH-M1,BOBBIN,P,R001,VS015U0C
MAG92522G,PM-EEH29H-2SH-M2,BOBBIN,P,R001,VS015U0C
MAG92523G,PM-EEH29H-2SH-M3,BOBBIN,P,R001,VS015U0C
MAG92524G,PM-EEH29H-2SH-M4,BOBBIN,P,R001,VS015U0C
MAG92525G,PM-EEH29H-2SH-M5,BOBBIN,P,R001,VS015U0C
MAG92526G,PM-EEH29H-2SH-M6,BOBBIN,P,R001,VS015U0C
MAG92542G,PM-EEHS29GH-M2,BOBBIN,P,R001,VS015U0C
MAG92543G,PM-EEHS29GH-M3,BOBBIN,P,R001,VS015U0C
MAG92544G,PM-EEHS29GH-M4,BOBBIN,P,R001,VS015U0C
MAG92545G,PM-EEHS29GH-M5,BOBBIN,P,R001,VS015U0C
MAG92582G,PM-EMV47SH-M2,BOBBIN,P,R001,VS015U0C
MAG92583G,PM-EMV47SH-M3,BOBBIN,P,R001,VS015U0C
MAG92591G,PM-EPC-25-M1 P-2523,BOBBIN,P,R001,VS044U0V
MAG92592G,PM-EPC-25-M2 P-2523,BOBBIN,P,R001,VS044U0V
MAG92602G,PM-EEHS29FT-(A)-M2,BOBBIN,P,R001,VS017U0C
MAG92621G,PM-EER35SH-M1,BOBBIN,P,R001,VS017U0C
MAG92622G,PM-EER35SH-M2,BOBBIN,P,R001,VS017U0C
MAG92635G,PM-EER42FH-MS5,BOBBIN,P,R001,VS015U0C
MAG92636G,PM-EER42FH-MS6,BOBBIN,P,R001,VS015U0C
MAG92672G,PM-EES51CH-K2,BOBBIN,P,R001,VS013U0H
MAG92691G,PM-EE28VH-M1,BOBBIN,P,R001,VS015U0C
MAG92693G,PM-EE28VH-M3,BOBBIN,P,R001,VS015U0C
MAG92701G,PM-EEH29F-2SH-M6,BOBBIN,P,R001,VS010U0C
MAG92710G,PM-EEH29GH-M5,BOBBIN,P,R001,VS015U0C
MAG92713G,PM-EEH29GH-M8,BOBBIN,P,R001,VS015U0C
MAG92714G,PM-EEH29GH-M9,BOBBIN,P,R001,VS015U0C
MAG92716G,PM-EEH29GH-M11,BOBBIN,P,R001,VS015U0C
MAG92717G,PM-EEH29GH-M12,BOBBIN,P,R001,VS015U0C
MAG92721G,PM-EE28HH-M1,BOBBIN,P,R001,VS015U0C
MAG92731G,PM-EER35JH-M1,BOBBIN,P,R001,VS010U0C
MAG92734G,PM-EER35JH-M4,BOBBIN,P,R001,VS010U0C
MAG92741G,PM-EER40AH-MS1,BOBBIN,P,R001,VS017U0C
MAG92743G,PM-EER40AH-MS3,BOBBIN,P,R001,VS017U0C
MAG92747G,PM-EER40AH-MS7,BOBBIN,P,R001,VS017U0C
MAG92749G,PM-EER40AH-MS9,BOBBIN,P,R001,VS017U0C
MAG92750G,PM-EER40AH-MS10,BOBBIN,P,R001,VS017U0C
MAG92751G,PM-EER40AH-MS11,BOBBIN,P,R001,VS017U0C
MAG92752G,PM-EER40AH-MS12,BOBBIN,P,R001,VS017U0C
MAG92753G,PM-EER40AH-MS13,BOBBIN,P,R001,VS017U0C
MAG92754G,PM-EER40AH-MS14,BOBBIN,P,R001,VS017U0C
MAG92755G,PM-EER40AH-MS15,BOBBIN,P,R001,VS017U0C
MAG92772G,PM-EEH26MH-M2,BOBBIN,P,R001,VS017U0C
MAG92782G,PM-EES31AH-M2,BOBBIN,P,R001,VS017U0C
MAG92783G,PM-EES31AH-M3,BOBBIN,p,R001,VS017U0C
MAG92792G,PM-EES31B-2SH-M2,BOBBIN,P,R001,VS017U0C
MAG92801G,PM-EPC32AH-K1,BOBBIN,P,R001,VS013U0H
MAG92802G,PM-EPC32AH-K2,BOBBIN,P,R001,VS013U0H
MAG92901G,PM-EER35MH-M1,BOBBIN,P,R001,VS015U0C
MAG92902G,PM-EER35MH-M2,BOBBIN,P,R001,VS015U0C
MAG92903G,PM-EER35MH-M3,BOBBIN,P,R001,VS015U0C
MAG92904G,PM-EER35MH-M4,BOBBIN,P,R001,VS015U0C
MAG92921G,PM-EER30DH-M1,BOBBIN,P,R001,VS017U0C
MAG92922G,PM-EER30DH-M2,BOBBIN,P,R001,VS017U0C
MAG92923G,PM-EER30DH-M3,BOBBIN,P,R001,VS017U0C
MAG92961G,PM-EEHS29BH-M11,BOBBIN,P,R001,VS015U0C
MAG92983G,PM-EPC32A-2SH-M3,BOBBIN,P,R001,VS015U0C
MAG92984G,PM-EPC32A-2SH-M4,BOBBIN,P,R001,VS015U0C
MAG93009G,PQ-6554AS,BOBBIN,P,R001,VSZ02U0C
MAG93012G,PM-EES13CH-M2,BOBBIN,P,R001,VS013U0H
MAG93021G,PM-EER35B-2ST-L1,BOBBIN,P,R001,VSZ01U0C
MAG93022G,PM-EER35B-2ST-L2,BOBBIN,P,R001,VSZ01U0C
MAG93052G,PM-EER35KH-ML2,BOBBIN,P,R001,VS017U0C
MAG93062G,PM-EE16LH-M2,BOBBIN,P,R001,VS013U0H
MAG93079G,PM-EER35EV-M1,BOBBIN,P,R001,VS044U0V
MAG93080G,PM-EER35EV-M2,BOBBIN,P,R001,VS044U0V
MAG93081G,PM-EER35EV-M3,BOBBIN,P,R001,VS044U0V
MAG93082G,PM-EER35EV-M4,BOBBIN,P,R001,VS044U0V
MAG93083G,PM-EER35EV-M5,BOBBIN,P,R001,VS044U0V
MAG93091G,PM-EPC44AH-M1,BOBBIN,P,R001,VS017U0C
MAG93092G,PM-EPC44AH-M2,BOBBIN,P,R001,VS017U0C
MAG93101G,PM-EPC44B-2SH-M1,BOBBIN,P,R001,VS017U0C
MAG93102G,PM-EPC44B-2SH-M2,BOBBIN,P,R001,VS017U0C
MAG93103G,PM-EPC44B-2SH-M3,BOBBIN,P,R001,VS017U0C
MAG93104G,PM-EPC44B-2SH-M4,BOBBIN,P,R001,VS017U0C
MAG93111G,PM-EER35B-2SH-L1,BOBBIN,P,R001,VS015U0C
MAG93112G,PM-EER35B-2SH-L2,BOBBIN,P,R001,VS015U0C
MAG93131Z,PM-EE22EH-M1,BOBBIN,P,R001,VS015U0C
MAG93152G,PM-EER30DV-M2,BOBBIN,P,R001,VS038U0V
MAG93162G,PM-EEH22JH-M2,BOBBIN,P,R001,VS015U0C
MAG93163G,PM-EEH22JH-M3,BOBBIN,P,R001,VS015U0C
MAG93164G,PM-EEH22JH-M4,BOBBIN,P,R001,VS015U0C
MAG93166G,PM-EEH22JH-M6,BOBBIN,P,R001,VS015U0C
MAG93167G,PM-EEH22JH-M7,BOBBIN,P,R001,VS015U0C
MAG93168G,PM-EEH22JH-M8,BOBBIN,P,R001,VS015U0C
MAG93169G,PM-EEH22JH-M9,BOBBIN,P,R001,VS015U0C
MAG93171G,PM-EER30EH-M1,BOBBIN,P,R001,VS015U0C
MAG93182G,PM-EPC50B-2SH-L2,BOBBIN,P,R001,VS013U0H
MAG93191G,PM-EEHS29HH-M1,BOBBIN,P,R001,VS029U0H
MAG93192G,PM-EEHS29HH-M2,BOBBIN,P,R001,VS029U0H
MAG93211G,PM-PQ3220AH-M1,BOBBIN,P,R001,VS044U0V
MAG93262G,PM-EER35C-2SH-L2,BOBBIN,P,R001,VS017U0C
MAG93271G,PM-EER42EH-M11,BOBBIN,P,R001,VS017U0C
MAG93272G,PM-EER42EH-M12,BOBBIN,P,R001,VS017U0C
MAG93281G,PM-EER40T-16P-W,BOBBIN,P,R001,NULL
MAG93292G,PM-EEH26EH-M12,BOBBIN,P,R001,VS015U0C
MAG93293G,PM-EEH26EH-M13,BOBBIN,P,R001,VS015U0C
MAG93294G,PM-EEH26EH-M14,BOBBIN,P,R001,VS015U0C
MAG93302G,PM-EEHS29HV-M2,BOBBIN,P,R001,VS038U0V
MAG93313G,PM-EEH25AV-M3,BOBBIN,P,R001,VS038U0V
MAG93314G,PM-EEH25AV-M4,BOBBIN,P,R001,VS038U0V
MAG93322G,PM-EEX31AV-M2,BOBBIN,P,R001,VS038U0V
MAG93323G,PM-EEX31AV-M3,BOBBIN,P,R001,VS038U0V
MAG93327G,PM-EEX31AV-M7,BOBBIN,P,R001,VS038U0V
MAG93331G,PM-PQ3226AH-M1,BOBBIN,P,R001,VS017U0C
MAG93342G,PM-EER35MV-M2,BOBBIN,P,R001,VS038U0V
MAG93343G,PM-EER35MV-M3,BOBBIN,P,R001,VS038U0V
MAG93344G,PM-EER35MV-M4,BOBBIN,P,R001,VS038U0V
MAG93371G,PM-EEH22EV-M1,BOBBIN,P,R001,VS038U0V
MAG93372G,PM-EEH22EV-M2,BOBBIN,P,R001,VS038U0V
MAG93384G,PM-EER28GV-M4,BOBBIN,P,R001,VS038U0V
MAG93385G,PM-EER28GV-M5,BOBBIN,P,R001,VS038U0V
MAG93387G,PM-EER28GV-M7,BOBBIN,P,R001,VS038U0V
MAG93388G,PM-EER28GV-M8,BOBBIN,P,R001,VS038U0V
MAG93389G,PM-EER28GV-M9,BOBBIN,P,R001,VS038U0V
MAG93390G,PM-EER28GV-M10,BOBBIN,P,R001,VS038U0V
MAG93391G,PM-EE19RH-M1,BOBBIN,P,R001,VS010U0C
MAG93401G,PM-EES14A-2SV-M1,BOBBIN,P,R001,VS038U0V
MAG93402G,PM-EES14A-2SV-M2,BOBBIN,P,R001,VS038U0V
MAG93403G,PM-EES14A-2SV-M3,BOBBIN,P,R001,VS038U0V
MAG93411G,PM-PQ2020BV-M1,BOBBIN,P,R001,VS038U0V
MAG93421G,PM-PQ2820AV-M1,BOBBIN,P,R001,VS038U0V
MAG93431G,PM-EEH26L-2SH-L1,BOBBIN,P,R001,VS015U0C
MAG93441G,PM-PQ3513BH-L1,BOBBIN,P,R001,VS017U0C
MAG93452G,PM-EPC51C-2SH-L2,BOBBIN,P,R001,VS017U0C
MAG93603G,PM-EER40AV-MS3,BOBBIN,P,R001,VS038U0V
MAG93607G,PM-EER40AV-MS7,BOBBIN,P,R001,VS038U0V
MAG93609G,PM-EER40AV-MS9,BOBBIN,P,R001,VS038U0V
MAG93610G,PM-EER40AV-MS10,BOBBIN,P,R001,VS038U0V
MAG93611G,PM-EER40AV-MS11,BOBBIN,P,R001,VS038U0V
MAG93612G,PM-EER40AV-MS12,BOBBIN,P,R001,VS038U0V
MAG93613G,PM-EER40AV-MS13,BOBBIN,P,R001,VS038U0V
MAG93614G,PM-EER40AV-MS14,BOBBIN,P,R001,VS038U0V
MAG93615G,PM-EER40AV-MS15,BOBBIN,P,R001,VS038U0V
MAG93641G,PM-PQ2620DH-M1,BOBBIN,P,R001,VS044U0V
MAG93642G,PM-PQ2620DH-M2,BOBBIN,P,R001,VS044U0V
MAG93660G,PM-EER35SV-M1,BOBBIN,P,R001,VS044U0V
MAG93661G,PM-EER35SV-M2,BOBBIN,P,R001,VS044U0V
MAG93668G,PM-EE33A-2SH-M2,BOBBIN,P,R001,VS015U0C
MAG93669G,PM-EE33A-2SH-M3,BOBBIN,P,R001,VS015U0C
MAG93678G,PM-EER35D-2SH-M2,BOBBIN,P,R001,VS015U0C
MAG93685G,PM-EE13CV-M2,BOBBIN,P,R001,VS044U0V
MAG93691G,PM-BEER28V-M2,BOBBIN,P,R001,VS022J0J
MAG93698G,PM-PQ3230V-M2,BOBBIN,P,R001,VS049U0C
MAG93704G,PM-EER2808V-M2,BOBBIN,P,R001,VS049U0C
MAG93705G,PM-EER2808V-M3,BOBBIN,P,R001,VS049U0C
MAG93722G,PM-EE25FV-M2,BOBBIN,P,R001,VS044U0V
MAG93732G,PM-EER28LV-M2,BOBBIN,P,R001,VS044U0V
MAG93733G,PM-EER28LV-M3,BOBBIN,P,R001,VS044U0V
MAG93734G,PM-EER28LV-M4,BOBBIN,P,R001,VS044U0V
MAG93742G,PM-EI25GH-M2 HC-2536,BOBBIN,P,R001,VS015U0C
MAG93743G,PM-EI25GH-M3 HC-2536,BOBBIN,P,R001,VS015U0C
MAG93751G,PM-EER35B-2SV-L1,BOBBIN,P,R001,VS044U0V
MAG93752G,PM-EER35B-2SV-L2,BOBBIN,P,R001,VS044U0V
MAG93772G,PM-PQ4025BV-M2,BOBBIN,P,R001,VS044U0V
MAG93782G,PM-EE16-M2 HC-1601,BOBBIN,P,R001,VS015U0C
MAG93792G,PM-EER29AV-M2,BOBBIN,P,R001,VS044U0V
MAG93802G,PM-EE-20A-M2 PH P-2051,BOBBIN,P,R001,NULL
MAG93812G,PM-EFD-25A-M2 PH P-2526,BOBBIN,P,R001,VS017U0C
MAG93822G,PM-EER35GV-L2,BOBBIN,P,R001,NULL
MAG93823G,PM-EER35GV-L3,BOBBIN,P,R001,VS044U0V
MAG93824G,PM-EER35GV-L4,BOBBIN,P,R001,VS044U0V
MAG93825G,PM-EER35GV-L5,BOBBIN,P,R001,VS044U0V
MAG93826G,PM-EER35GV-L6,BOBBIN,P,R001,VS044U0V
MAG93831G,PM-EEH26BV-M1,BOBBIN,P,R001,VS044U0V
MAG93834G,PM-EEH26BV-M4,BOBBIN,P,R001,VS044U0V
MAG93841G,PM-EE28B-2SV-M1,BOBBIN,P,R001,VS044U0V
MAG93843G,PM-EE28B-2SV-M3,BOBBIN,P,R001,VS044U0V
MAG93854G,PM-EEH26FV-M4,BOBBIN,P,R001,VS044U0V
MAG93855G,PM-EEH26FV-M5,BOBBIN,P,R001,VS044U0V
MAG93874G,PM-EI16BV-M14,BOBBIN,P,R001,VS044U0V
MAG93875G,PM-EI16BV-M15,BOBBIN,P,R001,VS044U0V
MAG93876G,PM-EI16BV-M16,BOBBIN,P,R001,VS044U0V
MAG93882G,PM-EER35KV-ML2,BOBBIN,P,R001,VS044U0V
MAG93892G,PM-EEH22JV-M2,BOBBIN,P,R001,VS044U0V
MAG93893G,PM-EEH22JV-M3,BOBBIN,P,R001,VS044U0V
MAG93894G,PM-EEH22JV-M4,BOBBIN,P,R001,VS044U0V
MAG93896G,PM-EEH22JV-M6,BOBBIN,P,R001,VS044U0V
MAG93897G,PM-EEH22JV-M7,BOBBIN,P,R001,VS044U0V
MAG93898G,PM-EEH22JV-M8,BOBBIN,P,R001,VS044U0V
MAG93899G,PM-EEH22JV-M9,BOBBIN,P,R001,VS044U0V
MAG93932G,PM-EED29GV-M2,BOBBIN,P,R001,VS044U0V
MAG93941G,PM-EE25BV-M1,BOBBIN,P,R001,VS044U0V
MAG93942G,PM-EE25BV-M2,BOBBIN,P,R001,VS044U0V
MAG93944G,PM-EE25BV-M4,BOBBIN,P,R001,VS044U0V
MAG99110G,PM-EE28B-2SH-M1,BOBBIN,P,R001,VS017U0C
MAG99112G,PM-EE28B-2SH-M3,BOBBIN,P,R001,VS017U0C
MAG99120G,PM-EEH26BH-M1,BOBBIN,P,R001,VS017U0C
MAG99123G,PM-EEH26BH-M4,BOBBIN,P,R001,VS017U0C
MAG99140G,PM-EE25CH-M1 P-2524,BOBBIN,P,R001,VS017U0C
MAG99151G,PM-EEH28BH-M2,BOBBIN,P,R001,VS015U0C
MAG99162G,PM-EEH25AH-M3,BOBBIN,P,R001,VS013U0H
MAG99163G,PM-EEH25AH-M4,BOBBIN,P,R001,VS013U0H
MAG99182G,PM-EPC13AH-K4,BOBBIN,P,R001,VS013U0H
MAG99183G,PM-EES51DH-L4,BOBBIN,P,R001,VS013U0H
MAG99184G,PM-EES51DH-L5,BOBBIN,P,R001,VS013U0H
MAG99185G,PM-EES51DH-L6,BOBBIN,P,R001,VS013U0H
MAG99189G,PM-EER42A-2SV-K2,BOBBIN,P,R001,VS044U0V
MAG99190G,PM-EER42A-2SV-K3,BOBBIN,P,R001,VS044U0V
MAG99191G,PM-EER42A-2SV-K4,BOBBIN,P,R001,VS044U0V
MAG99192G,PM-EER42A-2SV-K5,BOBBIN,P,R001,VS044U0V
MAG99194G,PM-EPC32AH-K3,BOBBIN,P,R001,VS013U0H
MAZ90194G,PM-BP-E28P-M4 P-2817,BOBBIN,P,R001,VS017U0C
MAZ90195G,PM-BP-E28P-M5 P-2817,BOBBIN,P,R001,VS017U0C
MAZ90196G,PM-BP-E28P-M6 P-2817,BOBBIN,P,R001,VS017U0C
MAZ90198G,PM-BP-E28P-M8 PH P-2817,BOBBIN,P,R001,VS017U0C
MAZ90199G,PM-BP-E28P-M9 P-2817,BOBBIN,P,R001,VS017U0C
MAZ90200G,PM-BP-E28P-M10 P-2817,BOBBIN,P,R001,VS017U0C
MAZ90206G,PM-EI22-HH-M1 HC-2201,BOBBIN,P,R001,VS015U0C
MAZ90208G,PM-EI22-HH-M3 HC-2201,BOBBIN,P,R001,VS015U0C
MAZ90210G,PM-EI22-HH-M5 HC-2201,BOBBIN,P,R001,VS015U0C
MAZ90465G,BEPC-27-1111CPHFR RH,BOBBIN,P,R001,VSZ03J0J
MAZ90485G,PM-PQ-20X20-M1 P-2036,BOBBIN,P,R001,VS017U0C
MAZ90487G,PM-PQ-20x20-M3 P-2036,BOBBIN,P,R001,VS017U0C
MAZ90490G,PM-ER-35-M1 PH HC-3510,BOBBIN,P,R001,VS015U0C
MAZ90515G,PM-EI22-HH-M6 HC-2201,BOBBIN,P,R001,VS015U0C
MAZ90516G,PM-EI22-HH-M7 PH HC-2201,BOBBIN,P,R001,VS015U0C
MAZ90517G,PM-EI22-HH-M8 PH HC-2201,BOBBIN,P,R001,VS015U0C
MAZ90591G,BEPC27N-1114CPHFR,BOBBIN,P,R001,VSZ03J0J
MAZ90807G,PM-EE8.3AV-M2,BOBBIN,P,R001,VS038U0V
MAZ90812G,ER2808-M2 PM9820,BOBBIN,P,R001,VS046U0J
MAZ90813G,BEER28-1110CPFR-M2,BOBBIN,P,R001,VS046U0J
MAZ90814G,PQ3230-M2,BOBBIN,P,R001,VS046U0J
MAZ90815G,EI28-10P-N(UL)-M2,BOBBIN,P,R001,VS046U0J
MAZ90816G,ER-2538-M2,BOBBIN,P,R001,NULL
MAZ90817G,EI25-8P-N(UL)-M2,BOBBIN,P,R001,VS046U0J
MAZ90818G,EI28-10P-N(UL),BOBBIN,P,R001,VS046U0J
MAZ90819G,ER2808-M3 PM9820,BOBBIN,P,R001,VS046U0J
MAZ90832Z,PM-EPC3836BV-M2,BOBBIN,P,R001,VS044U0V
MAZ90833Z,PM-EFD2020AV-M2,BOBBIN,P,R001,VS044U0V
MAZ90835Z,PM-EE8.3AVP-M2,BOBBIN,P,R001,VS044U0V
MAZ90839Z,PM-EER35JVP-M4,BOBBIN,P,R001,VS044U0V
MAZ90840Z,PM-EER35JVP-M1,BOBBIN,P,R001,VS044U0V
MAZ90841Z,PM-EER28DVP-M1,BOBBIN,P,R001,VS044U0V
MAZ90843Z,PM-EER28DVP-M3,BOBBIN,P,R001,VS044U0V
MAZ90847Z,PM-EER28DVP-M7,BOBBIN,P,R001,VS044U0V
MAZ90848Z,PM-EER28DVP-M8,BOBBIN,P,R001,VS044U0V
MAZ90850Z,PM-EER28DVP-M10,BOBBIN,P,R001,VS044U0V
MAZ90852Z,PM-EER28DVP-M12,BOBBIN,P,R001,VS044U0V
MAZ90853Z,PM-EER28DVP-M13,BOBBIN,P,R001,VS044U0V
MAZ90854Z,PM-EER28DVP-M14,BOBBIN,P,R001,VS044U0V
MAZ90855Z,PM-EER28DVP-M15,BOBBIN,P,R001,VS044U0V
MAZ90856Z,PM-EER28DVP-M16,BOBBIN,P,R001,VS044U0V
MAZ90857Z,PM-EER28DVP-M17,BOBBIN,P,R001,VS044U0V
MAZ90858Z,PM-EER28DVP-M18,BOBBIN,P,R001,VS044U0V
MAZ90862Z,PM-EER28GVP-M4,BOBBIN,P,R001,VS044U0V
MAZ90863Z,PM-EER28GVP-M5,BOBBIN,P,R001,VS044U0V
MAZ90865Z,PM-EER28GVP-M7,BOBBIN,P,R001,VS044U0V
MAZ90866Z,PM-EER28GVP-M8,BOBBIN,P,R001,VS044U0V
MAZ90867Z,PM-EER28GVP-M9,BOBBIN,P,R001,VS044U0V
MAZ90868Z,PM-EER28GVP-M10,BOBBIN,P,R001,VS044U0V
MAZ90871Z,PM-EER35A-2SVP-M1,BOBBIN,P,R001,VS044U0V
MAZ90872Z,PM-EER35A-2SVP-M2,BOBBIN,P,R001,VS044U0V
MAZ90873Z,PM-EER35A-2SVP-M3,BOBBIN,P,R001,VS044U0V
MAZ90875Z,PM-EER35MVP-M2,BOBBIN,P,R001,VS044U0V
MAZ90876Z,PM-EER35MVP-M3,BOBBIN,P,R001,VS044U0V
MAZ90877Z,PM-EER35MVP-M4,BOBBIN,P,R001,VS044U0V
MAZ90895Z,PM-EER40AVP-MS3,BOBBIN,P,R001,VS044U0V
MAZ90899Z,PM-EER40AVP-MS7,BOBBIN,P,R001,VS044U0V
MAZ90901Z,PM-EER40AVP-MS9,BOBBIN,P,R001,VS044U0V
MAZ90902Z,PM-EER40AVP-MS10,BOBBIN,P,R001,VS044U0V
MAZ90903Z,PM-EER40AVP-MS11,BOBBIN,P,R001,VS044U0V
MAZ90904Z,PM-EER40AVP-MS12,BOBBIN,P,R001,VS044U0V
MAZ90905Z,PM-EER40AVP-MS13,BOBBIN,P,R001,VS044U0V
MAZ90906Z,PM-EER40AVP-MS14,BOBBIN,P,R001,VS044U0V
MAZ90907Z,PM-EER40AVP-MS15,BOBBIN,P,R001,VS044U0V
MAZ90908Z,PM-EES14A-2SVP-M1,BOBBIN,P,R001,VS044U0V
MAZ90910Z,PM-EES14A-2SVP-M3,BOBBIN,P,R001,VS044U0V
MAZ90912Z,PM-EEX31AVP-M2,BOBBIN,P,R001,VS044U0V
MAZ90913Z,PM-EEX31AVP-M3,BOBBIN,P,R001,VS044U0V
MAZ90917Z,PM-EEX31AVP-M7,BOBBIN,P,R001,VS044U0V
MAZ90918Z,PM-PQ2820AVP-M1,BOBBIN,P,R001,VS044U0V
MAZ90920Z,PM-EE25EVP-M2,BOBBIN,P,R001,VS044U0V
MAZ90923Z,PM-EEH25AVP-M3,BOBBIN,P,R001,VS044U0V
MAZ90924Z,PM-EEH25AVP-M4,BOBBIN,P,R001,VS044U0V
MAZ90927Z,PM-EER30DVP-M2,BOBBIN,P,R001,VS044U0V
MAZ90928Z,PM-EER30DVP-M3,BOBBIN,P,R001,VS044U0V
MAZ90932Z,PM-PQ2620EVP-M3,BOBBIN,P,R001,VS044U0V
MAZ90942Z,PM-EEH22EVP-M1,BOBBIN,P,R001,VS044U0V
MAZ90943Z,PM-EEH22EVP-M2,BOBBIN,P,R001,VS044U0V
MAZ90945Z,PM-EEHS29HVP-M2,BOBBIN,P,R001,VS044U0V
MAZ90957Z,PM-EEH26H-2SH-M3,BOBBIN,P,R001,VS010U0C
MAZ90958Z,PM-EEH22D-2SH-M11,BOBBIN,P,R001,VS017U0C
MAZ90960Z,PM-EES38AVP-M2,BOBBIN,P,R001,VS044U0V
MAZ90961Z,PM-EPC3836BV-M3,BOBBIN,P,R001,VS044U0V
MAZ90962Z,PM-EI19VH-M3,BOBBIN,P,R001,VS013U0H
MAZ90966Z,PM-EER35MVH-M2,BOBBIN,P,R001,VS052U0C
MAZ90967Z,PM-EER35MVH-M3,BOBBIN,P,R001,VS052U0C
MAZ90968Z,PM-EER35MVH-M4,BOBBIN,P,R001,VS052U0C
MAZ90999Z,PM-EE25FV-M3,BOBBIN,P,R001,NULL
MAZ91000Z,PM-EEL22JH-M1,BOBBIN,P,R001,NULL
